Date,High,Low,Open,Close,Volume,Adj Close
2008-08-08,129.92999267578125,126.37999725341797,126.58000183105469,129.3699951171875,260811700.0,99.90104675292969
2008-08-11,131.50999450683594,129.22999572753906,129.47000122070312,130.7100067138672,249425800.0,100.9357681274414
2008-08-12,130.6999969482422,128.72999572753906,130.27999877929688,129.35000610351562,213200800.0,99.88558197021484
2008-08-13,129.64999389648438,127.66999816894531,128.7899932861328,128.57000732421875,256393200.0,99.28326416015625
2008-08-14,130.27999877929688,127.75,127.83999633789062,129.5399932861328,239555300.0,100.03229522705078
2008-08-15,130.5,129.3000030517578,129.92999267578125,130.1699981689453,181000800.0,100.51879119873047
2008-08-18,130.47999572753906,127.66000366210938,130.42999267578125,128.38999938964844,172275100.0,99.14425659179688
2008-08-19,127.69000244140625,126.52999877929688,127.41999816894531,126.98999786376953,194673700.0,98.06317138671875
2008-08-20,127.94999694824219,126.33999633789062,127.38999938964844,127.58000183105469,225498200.0,98.51875305175781
2008-08-21,128.44000244140625,126.5999984741211,126.75,127.80000305175781,180609800.0,98.68862915039062
2008-08-22,129.64999389648438,127.80000305175781,128.6699981689453,129.64999389648438,167715300.0,100.11721801757812
2008-08-25,129.64999389648438,126.75,128.8000030517578,127.0199966430664,171936900.0,98.08633422851562
2008-08-26,127.87000274658203,126.58000183105469,127.0199966430664,127.38999938964844,159117200.0,98.3720474243164
2008-08-27,128.8300018310547,127.30000305175781,127.55000305175781,128.6300048828125,171032800.0,99.32954406738281
2008-08-28,130.33999633789062,129.11000061035156,129.27999877929688,130.19000244140625,167537100.0,100.53424072265625
2008-08-29,130.13999938964844,128.50999450683594,129.72999572753906,128.7899932861328,189195800.0,99.45314025878906
2008-09-02,130.7100067138672,127.5199966430664,130.02999877929688,127.98999786376953,252364900.0,98.83535766601562
2008-09-03,128.5,126.93000030517578,127.87999725341797,127.87999725341797,251947000.0,98.75040435791016
2008-09-04,127.2300033569336,123.95999908447266,126.97000122070312,124.02999877929688,340042500.0,95.77742004394531
2008-09-05,124.94999694824219,122.0,123.29000091552734,124.41999816894531,289503400.0,96.07858276367188
2008-09-08,128.24000549316406,124.41999816894531,128.0399932861328,126.98999786376953,364075300.0,98.06317138671875
2008-09-09,127.36000061035156,122.80000305175781,127.0999984741211,123.22000122070312,377326800.0,95.15191650390625
2008-09-10,124.9000015258789,122.55000305175781,123.88999938964844,123.72000122070312,298916600.0,95.53802490234375
2008-09-11,125.73999786376953,121.5999984741211,122.12000274658203,125.51000213623047,375369400.0,96.92027282714844
2008-09-12,126.20999908447266,123.83000183105469,124.29000091552734,126.08999633789062,297851200.0,97.3681640625
2008-09-15,125.6500015258789,119.88999938964844,121.62999725341797,120.08999633789062,483607000.0,92.73490905761719
2008-09-16,122.31999969482422,117.0,117.19999694824219,122.0999984741211,581744300.0,94.28704071044922
2008-09-17,121.8499984741211,116.0,119.63999938964844,116.61000061035156,624095600.0,90.047607421875
2008-09-18,121.79000091552734,113.80000305175781,118.05000305175781,120.06999969482422,776114700.0,92.71945190429688
2008-09-19,128.0,123.33000183105469,126.69999694824219,124.12000274658203,501087800.0,96.40170288085938
2008-09-22,124.75,120.36000061035156,124.44999694824219,121.30999755859375,249966500.0,94.21920013427734
2008-09-23,122.0199966430664,118.27999877929688,120.8499984741211,118.55000305175781,327470400.0,92.0755844116211
2008-09-24,120.0,117.79000091552734,119.3499984741211,118.93000030517578,311818400.0,92.3707046508789
2008-09-25,121.91000366210938,118.44000244140625,119.4000015258789,120.79000091552734,328253000.0,93.81535339355469
2008-09-26,121.5,118.51000213623047,118.83000183105469,120.8499984741211,285917400.0,93.86192321777344
2008-09-29,119.33999633789062,110.97000122070312,119.13999938964844,111.37999725341797,459562300.0,86.50677490234375
